Content ID,Content Type,Category,Reaction Type,Sentiment,Score,Datetime,,category,sum,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,dislike,negative,10,1/15/2021 17:50,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,love,positive,65,7/25/2020 16:56,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,indifferent,neutral,20,12/12/2020 9:55,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,interested,positive,30,4/14/2021 16:08,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,like,positive,50,1/31/2021 4:39,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,super love,positive,75,2/14/2021 12:55,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,adore,positive,72,3/20/2021 10:56,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,like,positive,50,3/10/2021 7:24,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,indifferent,neutral,20,9/21/2020 8:29,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,scared,negative,15,4/10/2021 11:31,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,like,positive,50,10/30/2020 9:51,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,heart,positive,60,1/19/2021 4:37,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,indifferent,neutral,20,5/17/2021 4:56,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,hate,negative,5,2/13/2021 8:05,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,indifferent,neutral,20,7/26/2020 17:55,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,super love,positive,75,8/16/2020 20:02,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,worried,negative,12,9/29/2020 11:06,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,interested,positive,30,10/3/2020 4:48,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,scared,negative,15,3/24/2021 19:02,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,dislike,negative,10,11/26/2020 11:09,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,interested,positive,30,12/26/2020 5:01,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,dislike,negative,10,9/8/2020 10:07,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,indifferent,neutral,20,11/2/2020 18:35,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,worried,negative,12,1/29/2021 1:57,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,want,positive,70,3/15/2021 23:27,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,peeking,neutral,35,6/26/2020 1:40,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,interested,positive,30,7/10/2020 23:54,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,want,positive,70,10/13/2020 8:14,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,indifferent,neutral,20,6/6/2021 16:53,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,peeking,neutral,35,8/25/2020 11:37,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,heart,positive,60,5/14/2021 8:31,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,hate,negative,5,2/2/2021 13:14,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,adore,positive,72,9/7/2020 15:34,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,cherish,positive,70,2/28/2021 20:39,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,peeking,neutral,35,7/31/2020 21:04,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,adore,positive,72,6/18/2021 5:44,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,interested,positive,30,12/16/2020 22:54,,,,,,,
4c009116-c94a-4633-83fb-956565358565,photo,soccer,interested,positive,30,7/29/2020 4:50,,,,,,,
34cd13f5-5fa9-45fe-ad8e-0135b67b558d,photo,tennis,intrigued,positive,45,12/4/2020 1:48,,,,,,,
34cd13f5-5fa9-45fe-ad8e-0135b67b558d,photo,tennis,worried,negative,12,10/8/2020 9:17,,,,,,,
34cd13f5-5fa9-45fe-ad8e-0135b67b558d,photo,tennis,intrigued,positive,45,7/4/2020 7:38,,,,,,,
34cd13f5-5fa9-45fe-ad8e-0135b67b558d,photo,tennis,love,positive,65,11/22/2020 11:09,,,,,,,
34cd13f5-5fa9-45fe-ad8e-0135b67b558d,photo,tennis,intrigued,positive,45,9/28/2020 22:08,,,,,,,
34cd13f5-5fa9-45fe-ad8e-0135b67b558d,photo,tennis,heart,positive,60,9/22/2020 12:08,,,,,,,
34cd13f5-5fa9-45fe-ad8e-0135b67b558d,photo,tennis,peeking,neutral,35,5/4/2021 3:32,,,,,,,
34cd13f5-5fa9-45fe-ad8e-0135b67b558d,photo,tennis,cherish,positive,70,2/17/2021 6:16,,,,,,,
34cd13f5-5fa9-45fe-ad8e-0135b67b558d,photo,tennis,worried,negative,12,10/16/2020 2:17,,,,,,,
763560f8-e3c4-4dec-a40c-411c22d05c7b,photo,food,love,positive,65,6/29/2020 20:55,,,,,,,
763560f8-e3c4-4dec-a40c-411c22d05c7b,photo,food,adore,positive,72,2/19/2021 9:00,,,,,,,
763560f8-e3c4-4dec-a40c-411c22d05c7b,photo,food,disgust,negative,0,8/12/2020 18:45,,,,,,,
763560f8-e3c4-4dec-a40c-411c22d05c7b,photo,food,super love,positive,75,5/29/2021 20:36,,,,,,,
763560f8-e3c4-4dec-a40c-411c22d05c7b,photo,food,interested,positive,30,8/22/2020 17:18,,,,,,,
763560f8-e3c4-4dec-a40c-411c22d05c7b,photo,food,disgust,negative,0,10/17/2020 18:14,,,,,,,
763560f8-e3c4-4dec-a40c-411c22d05c7b,photo,food,interested,positive,30,10/11/2020 2:08,,,,,,,
763560f8-e3c4-4dec-a40c-411c22d05c7b,photo,food,interested,positive,30,3/17/2021 19:41,,,,,,,
763560f8-e3c4-4dec-a40c-411c22d05c7b,photo,food,want,positive,70,4/29/2021 17:32,,,,,,,
763560f8-e3c4-4dec-a40c-411c22d05c7b,photo,food,cherish,positive,70,4/5/2021 0:16,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,photo,animals,indifferent,neutral,20,5/28/2021 2:46,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,photo,animals,like,positive,50,7/24/2020 12:42,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,photo,animals,scared,negative,15,3/26/2021 20:50,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,photo,animals,cherish,positive,70,6/13/2021 8:28,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,photo,animals,want,positive,70,12/31/2020 2:03,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,photo,animals,adore,positive,72,4/17/2021 18:05,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,photo,animals,peeking,neutral,35,3/4/2021 20:43,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,photo,animals,want,positive,70,2/3/2021 8:00,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,photo,animals,love,positive,65,11/11/2020 8:32,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,photo,animals,peeking,neutral,35,5/31/2021 10:12,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,photo,animals,dislike,negative,10,1/10/2021 14:57,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,photo,animals,dislike,negative,10,11/22/2020 13:12,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,photo,animals,heart,positive,60,5/11/2021 0:13,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,photo,animals,want,positive,70,5/27/2021 18:30,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,photo,animals,cherish,positive,70,6/15/2021 14:17,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,photo,animals,heart,positive,60,6/13/2021 1:47,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,photo,animals,want,positive,70,1/31/2021 6:04,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,photo,animals,worried,negative,12,8/19/2020 4:55,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,photo,animals,intrigued,positive,45,7/13/2020 23:17,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,photo,animals,heart,positive,60,2/27/2021 7:04,,,,,,,
5911afa4-2af5-4e7e-b6e3-e3b985597aa9,audio,dogs,super love,positive,75,11/27/2020 8:22,,,,,,,
5911afa4-2af5-4e7e-b6e3-e3b985597aa9,audio,dogs,like,positive,50,5/3/2021 7:54,,,,,,,
5911afa4-2af5-4e7e-b6e3-e3b985597aa9,audio,dogs,peeking,neutral,35,6/2/2021 11:18,,,,,,,
5911afa4-2af5-4e7e-b6e3-e3b985597aa9,audio,dogs,peeking,neutral,35,9/26/2020 3:06,,,,,,,
5911afa4-2af5-4e7e-b6e3-e3b985597aa9,audio,dogs,adore,positive,72,11/22/2020 13:11,,,,,,,
5911afa4-2af5-4e7e-b6e3-e3b985597aa9,audio,dogs,love,positive,65,12/6/2020 1:21,,,,,,,
5911afa4-2af5-4e7e-b6e3-e3b985597aa9,audio,dogs,cherish,positive,70,6/14/2021 20:53,,,,,,,
5911afa4-2af5-4e7e-b6e3-e3b985597aa9,audio,dogs,worried,negative,12,5/25/2021 23:30,,,,,,,
5911afa4-2af5-4e7e-b6e3-e3b985597aa9,audio,dogs,peeking,neutral,35,7/13/2020 3:15,,,,,,,
5911afa4-2af5-4e7e-b6e3-e3b985597aa9,audio,dogs,cherish,positive,70,11/19/2020 18:34,,,,,,,
5911afa4-2af5-4e7e-b6e3-e3b985597aa9,audio,dogs,peeking,neutral,35,8/1/2020 4:31,,,,,,,
5911afa4-2af5-4e7e-b6e3-e3b985597aa9,audio,dogs,cherish,positive,70,4/25/2021 14:15,,,,,,,
5911afa4-2af5-4e7e-b6e3-e3b985597aa9,audio,dogs,dislike,negative,10,10/22/2020 17:41,,,,,,,
5911afa4-2af5-4e7e-b6e3-e3b985597aa9,audio,dogs,worried,negative,12,10/27/2020 21:37,,,,,,,
5911afa4-2af5-4e7e-b6e3-e3b985597aa9,audio,dogs,super love,positive,75,4/17/2021 18:10,,,,,,,
5911afa4-2af5-4e7e-b6e3-e3b985597aa9,audio,dogs,like,positive,50,1/4/2021 15:49,,,,,,,
5911afa4-2af5-4e7e-b6e3-e3b985597aa9,audio,dogs,cherish,positive,70,7/29/2020 0:10,,,,,,,
5911afa4-2af5-4e7e-b6e3-e3b985597aa9,audio,dogs,scared,negative,15,4/15/2021 20:12,,,,,,,
5911afa4-2af5-4e7e-b6e3-e3b985597aa9,audio,dogs,interested,positive,30,5/15/2021 15:33,,,,,,,
5911afa4-2af5-4e7e-b6e3-e3b985597aa9,audio,dogs,scared,negative,15,9/22/2020 9:18,,,,,,,
5911afa4-2af5-4e7e-b6e3-e3b985597aa9,audio,dogs,scared,negative,15,11/4/2020 7:52,,,,,,,
5911afa4-2af5-4e7e-b6e3-e3b985597aa9,audio,dogs,cherish,positive,70,12/9/2020 12:01,,,,,,,
5911afa4-2af5-4e7e-b6e3-e3b985597aa9,audio,dogs,peeking,neutral,35,10/29/2020 13:56,,,,,,,
9531f7f8-d0cc-4e42-9cbb-94d93692653f,photo,soccer,interested,positive,30,1/14/2021 13:56,,,,,,,
9531f7f8-d0cc-4e42-9cbb-94d93692653f,photo,soccer,intrigued,positive,45,10/26/2020 13:38,,,,,,,
9531f7f8-d0cc-4e42-9cbb-94d93692653f,photo,soccer,dislike,negative,10,1/2/2021 22:08,,,,,,,
9531f7f8-d0cc-4e42-9cbb-94d93692653f,photo,soccer,indifferent,neutral,20,6/15/2021 3:48,,,,,,,
9531f7f8-d0cc-4e42-9cbb-94d93692653f,photo,soccer,adore,positive,72,3/18/2021 10:31,,,,,,,
9531f7f8-d0cc-4e42-9cbb-94d93692653f,photo,soccer,want,positive,70,10/11/2020 7:33,,,,,,,
9531f7f8-d0cc-4e42-9cbb-94d93692653f,photo,soccer,adore,positive,72,1/17/2021 5:15,,,,,,,
9531f7f8-d0cc-4e42-9cbb-94d93692653f,photo,soccer,disgust,negative,0,10/25/2020 13:40,,,,,,,
9531f7f8-d0cc-4e42-9cbb-94d93692653f,photo,soccer,disgust,negative,0,12/13/2020 6:32,,,,,,,
9531f7f8-d0cc-4e42-9cbb-94d93692653f,photo,soccer,cherish,positive,70,2/26/2021 2:34,,,,,,,
9531f7f8-d0cc-4e42-9cbb-94d93692653f,photo,soccer,want,positive,70,9/23/2020 0:38,,,,,,,
9531f7f8-d0cc-4e42-9cbb-94d93692653f,photo,soccer,intrigued,positive,45,3/30/2021 6:43,,,,,,,
9531f7f8-d0cc-4e42-9cbb-94d93692653f,photo,soccer,heart,positive,60,11/2/2020 8:16,,,,,,,
9531f7f8-d0cc-4e42-9cbb-94d93692653f,photo,soccer,disgust,negative,0,5/18/2021 13:11,,,,,,,
9531f7f8-d0cc-4e42-9cbb-94d93692653f,photo,soccer,dislike,negative,10,7/3/2020 14:36,,,,,,,
9531f7f8-d0cc-4e42-9cbb-94d93692653f,photo,soccer,love,positive,65,6/27/2020 2:20,,,,,,,
9531f7f8-d0cc-4e42-9cbb-94d93692653f,photo,soccer,love,positive,65,3/10/2021 17:26,,,,,,,
9531f7f8-d0cc-4e42-9cbb-94d93692653f,photo,soccer,cherish,positive,70,12/22/2020 16:28,,,,,,,
9531f7f8-d0cc-4e42-9cbb-94d93692653f,photo,soccer,heart,positive,60,6/8/2021 20:10,,,,,,,
9531f7f8-d0cc-4e42-9cbb-94d93692653f,photo,soccer,indifferent,neutral,20,2/8/2021 0:49,,,,,,,
9531f7f8-d0cc-4e42-9cbb-94d93692653f,photo,soccer,disgust,negative,0,7/30/2020 4:32,,,,,,,
9531f7f8-d0cc-4e42-9cbb-94d93692653f,photo,soccer,interested,positive,30,7/30/2020 1:17,,,,,,,
9531f7f8-d0cc-4e42-9cbb-94d93692653f,photo,soccer,want,positive,70,8/27/2020 18:53,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,heart,positive,60,5/4/2021 11:50,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,like,positive,50,5/8/2021 15:53,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,dislike,negative,10,11/11/2020 4:10,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,dislike,negative,10,12/13/2020 19:19,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,intrigued,positive,45,1/8/2021 20:01,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,peeking,neutral,35,9/29/2020 15:38,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,worried,negative,12,6/30/2020 11:41,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,peeking,neutral,35,6/9/2021 12:01,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,peeking,neutral,35,5/11/2021 10:06,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,adore,positive,72,2/16/2021 10:42,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,interested,positive,30,7/24/2020 8:29,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,peeking,neutral,35,12/10/2020 14:26,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,dislike,negative,10,5/30/2021 20:44,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,peeking,neutral,35,8/29/2020 17:11,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,super love,positive,75,4/7/2021 7:14,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,disgust,negative,0,11/15/2020 5:21,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,cherish,positive,70,6/1/2021 14:03,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,like,positive,50,6/2/2021 19:57,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,love,positive,65,12/30/2020 8:06,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,intrigued,positive,45,3/18/2021 6:26,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,adore,positive,72,5/21/2021 20:39,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,hate,negative,5,2/7/2021 14:56,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,heart,positive,60,2/8/2021 23:19,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,interested,positive,30,8/16/2020 14:46,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,hate,negative,5,9/30/2020 14:57,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,super love,positive,75,4/13/2021 1:36,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,like,positive,50,10/15/2020 7:49,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,like,positive,50,11/9/2020 3:14,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,love,positive,65,8/11/2020 17:42,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,disgust,negative,0,4/30/2021 2:53,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,heart,positive,60,6/27/2020 9:44,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,disgust,negative,0,3/25/2021 4:44,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,heart,positive,60,1/22/2021 19:04,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,cherish,positive,70,7/5/2020 6:26,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,adore,positive,72,7/28/2020 0:47,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,love,positive,65,5/10/2021 10:06,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,super love,positive,75,7/21/2020 6:20,,,,,,,
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,interested,positive,30,2/2/2021 8:00,,,,,,,
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,cherish,positive,70,10/9/2020 22:18,,,,,,,
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,adore,positive,72,8/11/2020 6:10,,,,,,,
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,indifferent,neutral,20,9/20/2020 9:25,,,,,,,
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,intrigued,positive,45,6/11/2021 16:52,,,,,,,
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,love,positive,65,3/2/2021 8:14,,,,,,,
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,interested,positive,30,7/30/2020 7:50,,,,,,,
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,hate,negative,5,1/26/2021 13:03,,,,,,,
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,worried,negative,12,12/26/2020 12:51,,,,,,,
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,indifferent,neutral,20,10/21/2020 4:00,,,,,,,
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,interested,positive,30,5/19/2021 12:43,,,,,,,
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,cherish,positive,70,6/17/2021 5:04,,,,,,,
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,cherish,positive,70,7/9/2020 7:12,,,,,,,
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,adore,positive,72,4/8/2021 21:43,,,,,,,
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,heart,positive,60,12/22/2020 13:14,,,,,,,
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,super love,positive,75,2/13/2021 3:51,,,,,,,
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,hate,negative,5,3/12/2021 13:46,,,,,,,
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,want,positive,70,10/30/2020 15:07,,,,,,,
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,adore,positive,72,6/25/2020 4:08,,,,,,,
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,heart,positive,60,10/30/2020 21:25,,,,,,,
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,super love,positive,75,8/21/2020 23:17,,,,,,,
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,interested,positive,30,6/24/2020 15:03,,,,,,,
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,super love,positive,75,3/7/2021 9:05,,,,,,,
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,interested,positive,30,12/3/2020 6:02,,,,,,,
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,want,positive,70,10/7/2020 3:32,,,,,,,
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,like,positive,50,8/7/2020 6:44,,,,,,,
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,love,positive,65,7/27/2020 19:26,,,,,,,
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,hate,negative,5,1/27/2021 6:34,,,,,,,
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,love,positive,65,1/18/2021 6:16,,,,,,,
c323d478-30a2-4140-a2ba-935a37b2ec10,GIF,cooking,peeking,neutral,35,3/23/2021 10:43,,,,,,,
c323d478-30a2-4140-a2ba-935a37b2ec10,GIF,cooking,hate,negative,5,11/23/2020 4:09,,,,,,,
c323d478-30a2-4140-a2ba-935a37b2ec10,GIF,cooking,dislike,negative,10,6/15/2021 18:09,,,,,,,
c323d478-30a2-4140-a2ba-935a37b2ec10,GIF,cooking,heart,positive,60,2/4/2021 11:28,,,,,,,
c323d478-30a2-4140-a2ba-935a37b2ec10,GIF,cooking,indifferent,neutral,20,1/8/2021 1:41,,,,,,,
c323d478-30a2-4140-a2ba-935a37b2ec10,GIF,cooking,scared,negative,15,6/17/2021 2:41,,,,,,,
c323d478-30a2-4140-a2ba-935a37b2ec10,GIF,cooking,love,positive,65,10/17/2020 11:36,,,,,,,
c323d478-30a2-4140-a2ba-935a37b2ec10,GIF,cooking,intrigued,positive,45,1/1/2021 19:16,,,,,,,
c323d478-30a2-4140-a2ba-935a37b2ec10,GIF,cooking,interested,positive,30,11/11/2020 5:38,,,,,,,
c323d478-30a2-4140-a2ba-935a37b2ec10,GIF,cooking,heart,positive,60,6/6/2021 7:40,,,,,,,
c323d478-30a2-4140-a2ba-935a37b2ec10,GIF,cooking,want,positive,70,5/23/2021 11:05,,,,,,,
c323d478-30a2-4140-a2ba-935a37b2ec10,GIF,cooking,worried,negative,12,3/22/2021 19:39,,,,,,,
c323d478-30a2-4140-a2ba-935a37b2ec10,GIF,cooking,peeking,neutral,35,5/15/2021 6:56,,,,,,,
c323d478-30a2-4140-a2ba-935a37b2ec10,GIF,cooking,hate,negative,5,4/6/2021 2:11,,,,,,,
c323d478-30a2-4140-a2ba-935a37b2ec10,GIF,cooking,dislike,negative,10,9/12/2020 11:22,,,,,,,
c323d478-30a2-4140-a2ba-935a37b2ec10,GIF,cooking,dislike,negative,10,1/25/2021 12:09,,,,,,,
e409d5be-a02d-4688-9869-eb940fe1e133,audio,public speaking,super love,positive,75,7/29/2020 13:48,,,,,,,
e409d5be-a02d-4688-9869-eb940fe1e133,audio,public speaking,indifferent,neutral,20,9/10/2020 17:15,,,,,,,
e409d5be-a02d-4688-9869-eb940fe1e133,audio,public speaking,dislike,negative,10,10/20/2020 8:19,,,,,,,
e409d5be-a02d-4688-9869-eb940fe1e133,audio,public speaking,interested,positive,30,7/18/2020 9:54,,,,,,,
e409d5be-a02d-4688-9869-eb940fe1e133,audio,public speaking,adore,positive,72,1/14/2021 8:56,,,,,,,
bd656a40-09c1-4219-8210-e667136e3734,GIF,culture,disgust,negative,0,11/30/2020 13:57,,,,,,,
bd656a40-09c1-4219-8210-e667136e3734,GIF,culture,disgust,negative,0,12/22/2020 23:28,,,,,,,
bd656a40-09c1-4219-8210-e667136e3734,GIF,culture,disgust,negative,0,7/31/2020 0:57,,,,,,,
bd656a40-09c1-4219-8210-e667136e3734,GIF,culture,adore,positive,72,1/21/2021 19:45,,,,,,,
bd656a40-09c1-4219-8210-e667136e3734,GIF,culture,peeking,neutral,35,12/19/2020 18:42,,,,,,,
bd656a40-09c1-4219-8210-e667136e3734,GIF,culture,want,positive,70,11/20/2020 5:03,,,,,,,
bd656a40-09c1-4219-8210-e667136e3734,GIF,culture,love,positive,65,5/4/2021 2:27,,,,,,,
bd656a40-09c1-4219-8210-e667136e3734,GIF,culture,want,positive,70,7/13/2020 23:39,,,,,,,
bd656a40-09c1-4219-8210-e667136e3734,GIF,culture,like,positive,50,3/20/2021 21:52,,,,,,,
bd656a40-09c1-4219-8210-e667136e3734,GIF,culture,super love,positive,75,4/18/2021 10:16,,,,,,,
bd656a40-09c1-4219-8210-e667136e3734,GIF,culture,heart,positive,60,5/6/2021 12:45,,,,,,,
bd656a40-09c1-4219-8210-e667136e3734,GIF,culture,peeking,neutral,35,9/24/2020 15:57,,,,,,,
bd656a40-09c1-4219-8210-e667136e3734,GIF,culture,hate,negative,5,5/30/2021 1:35,,,,,,,
bd656a40-09c1-4219-8210-e667136e3734,GIF,culture,adore,positive,72,9/20/2020 23:13,,,,,,,
bd656a40-09c1-4219-8210-e667136e3734,GIF,culture,worried,negative,12,3/22/2021 8:14,,,,,,,
bd656a40-09c1-4219-8210-e667136e3734,GIF,culture,heart,positive,60,6/4/2021 5:35,,,,,,,
bd656a40-09c1-4219-8210-e667136e3734,GIF,culture,hate,negative,5,7/13/2020 0:44,,,,,,,
bd656a40-09c1-4219-8210-e667136e3734,GIF,culture,intrigued,positive,45,6/30/2020 8:27,,,,,,,
bd656a40-09c1-4219-8210-e667136e3734,GIF,culture,hate,negative,5,10/13/2020 13:43,,,,,,,
bd656a40-09c1-4219-8210-e667136e3734,GIF,culture,want,positive,70,7/23/2020 9:21,,,,,,,
